Site.x	Tag	Unique.Random.ID	File	Total.Reads	Aligned.Reads	Unaligned.Reads	Ambiguously.Aligned.Reads	No.Genomic.Sequence	Duplicate.Reads..removed.	Unique.Reads..remaining.	Total.Cs	Methylated.CpGs	Unmethylated.CpGs	Methylated.chgs	Unmethylated.chgs	Methylated.CHHs	Unmethylated.CHHs	Species.x	Site.x.x	Community.x	Plot.x	C.W.G.x	Plant.ID.x	Leaf.collection.DOY.x	Phenology.x	Collector.x	mix	Species.y	Site.y	Plot.y	C.T.x	Plant.ID.y	Date	FLWR.PHENO.Flwr.Bud	FLWR.PHENO.Flwr.Mat	FLWR.PHENO.Flwr.Sen.	FLWR.PHENO.Cap.twist	FLWR.PHENO.Seed.Disp	FLWR.PHE.Aborted	Eaten	Height	PHENO	Flwr_total	Community.y	C.W.G.y	Plot.x.x	Plant.ID.x.x	Phenology.2018	X..Cap.Twist.2019	Collect.	Tag.nearby	X2019.Collection.Count	Collection.2019	Weight.x	Photo.time	Photo.DOY	DOY.Lv.collected	Lf.hairs	Aphids	Crystals.on.lv	DOY.Seed...Lv.Collected.2019	Plate.x	Location.x	Comments.x	Petri.Dish.ID.	C.T.y	Plant.ID.y.y	Species.x.x	Site.y.y	Plot.y.y	X..seeds..50.seeds.	X..seeds.Petri.dish.in.lab	ungerminated.seed.count.GD33	total.germinated.seeds	Seeds.Collection.DOY	Phenology.y	X..seeds..all.seeds.	weight.all.seeds..g.mg.	X..extra.seed	weight.extra.seeds..g.mg.	weight.50.seeds..mg.	Extra.seeds..Y.N.	Processor	Comments.y	Unique.non.random.ID	X..Dryas.flwrs	Dryas.seed.Ripeness	Notes	Chamber	C.W	Site.x.x.x	Species.y.y	Community.x.x	Plot.x.x.x	Plant.ID.x.x.x	Unique.Random.ID.x	Number.of.Seeds	Seed.weight.mg	Seed.Agar.group	Jan22.Low	Jan25.Low	Jan28.Low	Jan31.Low	Feb1st	Percent_germ	Plate.y	Location.y	Numb.Lv	Weight.y	DNA.extraction.comments	Hair.on.leaves	Petioles	Observer	Unique.Random.ID.1	Species	Site.y.y.y	Community.y.y	Plot.y.y.y	C.W.G	Plant.ID.y.y.y	Leaf.collection.DOY.y	Phenology	Collector.y	Latitude	Longitude	Comments
FERT30W	14F	40	W1.B06.W1c4_FERT30W_14F_40_R1_val_1_bismark_bt2_pe.bam	58518750	41263390	8286255	8968882	223	7709633	33553757	1156988940	38849471	82390305	21596148	139083863	21790378	853278775	D. integrifolia	Alexandra Fiord	FERT	30	W	14F	224	Y	Cassandra	FERT_30_W_14F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FERT	W	30	14F	Y	2	Y	y	3	Y	0.04	12:19	209	208	9	2	NA	NA	1 and 2	c4		Dr040	T	14F	Dryas	FERT	30	50	47	31	15	224	Y	50	21.82	NA	14.67	7.15	Y	Andrew		119	2	2		HIGH	W	Alexandra Fiord	D. integrifolia	FERT	30	14F	40	25	0.006	C2	1	0	1	1	1	0.04	1 and 2	c4	3	11.6		1	S	Hailey	40	D. integrifolia	Alexandra Fiord	FERT	30	W	14F	224	Y	Cassandra			
FERT6W	3F	110	W1.B08.W1f8_FERT6W_3F_110_R1_val_1_bismark_bt2_pe.bam	60601475	42505100	8274214	9821891	270	6012861	36492239	1213330263	41463539	85199451	23537577	144949943	26587362	891592391	D. integrifolia	Alexandra Fiord	FERT	6	W	3F	224	Y	Cassandra	FERT_6_W_3F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FERT	W	6	3F	Y	1	Y	y	1	Y	0.02	12:01	209	208	5	2	1	NA	1 and 2	f8		Dr110	T	3F	Dryas	FERT	6	50	50	35	14	224	Y	50	11.29	NA	2.85	8.44	Y	Andrew		108	1	3		LOW	W	Alexandra Fiord	D. integrifolia	FERT	6	3F	110	NA	NA		0	0	0	0	0	NA	1 and 2	f8	2	12.2		1	S	Hailey	110	D. integrifolia	Alexandra Fiord	FERT	6	W	3F	224	Y	Cassandra			
FERT6W	3F	110	W1.B08.W1f8_FERT6W_3F_110_R1_val_1_bismark_bt2_pe.bam	60601475	42505100	8274214	9821891	270	6012861	36492239	1213330263	41463539	85199451	23537577	144949943	26587362	891592391	D. integrifolia	Alexandra Fiord	FERT	6	W	3F	224	Y	Cassandra	FERT_6_W_3F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FERT	W	6	3F	Y	1	Y	y	1	Y	0.02	12:01	209	208	5	2	1	NA	1 and 2	f8		Dr110	T	3F	Dryas	FERT	6	50	50	35	14	224	Y	50	11.29	NA	2.85	8.44	Y	Andrew		108	1	3		HIGH	W	Alexandra Fiord	D. integrifolia	FERT	6	3F	110	NA	NA		0	0	0	0	0	NA	1 and 2	f8	2	12.2		1	S	Hailey	110	D. integrifolia	Alexandra Fiord	FERT	6	W	3F	224	Y	Cassandra			
CASS17W	574	137	W1.B09.W1b11_CASS17W_574_137_R1_val_1_bismark_bt2_pe.bam	60478582	41845502	8937917	9694918	245	6737509	35107993	1229679406	42970360	85352434	24013381	146504099	23100342	907738790	D. integrifolia	Alexandra Fiord	CASS	17	W	574	224	Longterm	Cassandra	CASS_17_W_574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	17	574	Longterm	2	?	22R	9	Y	0.05	12:14	208	208	7	NA	NA	NA	1 and 2	b11		Dr137	T	574	Dryas	CASS	17	0	0	NA	NA	224	Y	0	0	0	0	0	N	Andrew		66	1	1		LOW	W	Alexandra Fiord	D. integrifolia	CASS	17	574	137	25	0.008	D2	0	4	4	5	5	0.2	1 and 2	b11	5	14.8-4.2		1	S	Cassandra	137	D. integrifolia	Alexandra Fiord	CASS	17	W	574	224	Longterm	Cassandra			
CASS17W	574	137	W1.B09.W1b11_CASS17W_574_137_R1_val_1_bismark_bt2_pe.bam	60478582	41845502	8937917	9694918	245	6737509	35107993	1229679406	42970360	85352434	24013381	146504099	23100342	907738790	D. integrifolia	Alexandra Fiord	CASS	17	W	574	224	Longterm	Cassandra	CASS_17_W_574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	17	574	Longterm	2	?	22R	9	Y	0.05	12:14	208	208	7	NA	NA	NA	1 and 2	b11		Dr137	T	574	Dryas	CASS	17	0	0	NA	NA	224	Y	0	0	0	0	0	N	Andrew		66	1	1		HIGH	W	Alexandra Fiord	D. integrifolia	CASS	17	574	137	25	0.008	D2	0	1	5	6	6	0.24	1 and 2	b11	5	14.8-4.2		1	S	Cassandra	137	D. integrifolia	Alexandra Fiord	CASS	17	W	574	224	Longterm	Cassandra			
MEAD6W	466	163	W1.B10.W1e12_MEAD6W_466_163_R1_val_1_bismark_bt2_pe.bam	61204848	41758458	9458354	9987801	235	6109461	35648997	1203388853	42678955	81657970	25459493	141699921	25501166	886391348	D. integrifolia	Alexandra Fiord	MEAD	6	W	466	224	Longterm	Cassandra	MEAD_6_W_466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEAD	W	6	466	Longterm	0	N		NA		0.02	1:10	209	208	1	1	NA	NA	1 and 2	e12		Dr163	T	466	Dryas	MEAD	6	18	18	NA	0	224	Y	18	1.79	0	0	1.79	N	Zoe		133	1	2		LOW	W	Alexandra Fiord	D. integrifolia	MEAD	6	466	163	NA	NA		0	0	0	0	0	NA	1 and 2	e12	10	11		1	S	Andrew	163	D. integrifolia	Alexandra Fiord	MEAD	6	W	466	224	Longterm	Cassandra			
MEAD6W	466	163	W1.B10.W1e12_MEAD6W_466_163_R1_val_1_bismark_bt2_pe.bam	61204848	41758458	9458354	9987801	235	6109461	35648997	1203388853	42678955	81657970	25459493	141699921	25501166	886391348	D. integrifolia	Alexandra Fiord	MEAD	6	W	466	224	Longterm	Cassandra	MEAD_6_W_466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEAD	W	6	466	Longterm	0	N		NA		0.02	1:10	209	208	1	1	NA	NA	1 and 2	e12		Dr163	T	466	Dryas	MEAD	6	18	18	NA	0	224	Y	18	1.79	0	0	1.79	N	Zoe		133	1	2		HIGH	W	Alexandra Fiord	D. integrifolia	MEAD	6	466	163	NA	NA		0	0	0	0	0	NA	1 and 2	e12	10	11		1	S	Andrew	163	D. integrifolia	Alexandra Fiord	MEAD	6	W	466	224	Longterm	Cassandra			
WILL4W	417	13	W1.C05.W1g1_WILL4W_417_13_R1_val_1_bismark_bt2_pe.bam	59762432	42006076	7816401	9939737	218	7749893	34256183	1110846132	36503123	81840759	21801357	132265141	25039791	813395961	D. integrifolia	Alexandra Fiord	WILL	4	W	417	224	Longterm	Cassandra	WILL_4_W_417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	4	417	Longterm	2	Y	4R	4	Y	0.06	2:54	209	208	0	NA	NA	NA	1 and 2	g1	Seed collected DOY 208. 417 = 418.	Dr013	T	417	Dryas	WILL	4	50	50	26	23	224	Y	50	32.63	NA	24.9	7.73	Y	Isabel		153	3	2		LOW	W	Alexandra Fiord	D. integrifolia	WILL	4	417	13	20	0.003	C1	0	0	0	0	0	0	1 and 2	g1	3	10.2		1	S		13	D. integrifolia	Alexandra Fiord	WILL	4	W	417	224	Longterm	Cassandra			
WILL4W	417	13	W1.C05.W1g1_WILL4W_417_13_R1_val_1_bismark_bt2_pe.bam	59762432	42006076	7816401	9939737	218	7749893	34256183	1110846132	36503123	81840759	21801357	132265141	25039791	813395961	D. integrifolia	Alexandra Fiord	WILL	4	W	417	224	Longterm	Cassandra	WILL_4_W_417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	4	417	Longterm	2	Y	4R	4	Y	0.06	2:54	209	208	0	NA	NA	NA	1 and 2	g1	Seed collected DOY 208. 417 = 418.	Dr013	T	417	Dryas	WILL	4	50	50	26	23	224	Y	50	32.63	NA	24.9	7.73	Y	Isabel		153	3	2		HIGH	W	Alexandra Fiord	D. integrifolia	WILL	4	417	13	20	0.003	C1	0	0	0	0	0	0	1 and 2	g1	3	10.2		1	S		13	D. integrifolia	Alexandra Fiord	WILL	4	W	417	224	Longterm	Cassandra			
FERT22W	12F	111	W1.C08.W1g8_FERT22W_12F_111_R1_val_1_bismark_bt2_pe.bam	59741540	41687477	7931707	10122122	234	6597300	35090177	1186046399	39375005	86608964	21831408	142585460	20527016	875118546	D. integrifolia	Alexandra Fiord	FERT	22	W	12F	224	Y	Cassandra	FERT_22_W_12F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FERT	W	22	12F	Y	2	Y	y	2	Y	0.04	12:15	209	208	2	2	NA	NA	1 and 2	g8		Dr111	T	12F	Dryas	FERT	22	50	50	49	0	224	Y	50	7.5	NA	3.18	4.32	Y	Andrew		115	1	2		LOW	W	Alexandra Fiord	D. integrifolia	FERT	22	12F	111	25	0.006	D2	0	0	2	2	2	0.08	1 and 2	g8	4	11.8	lots of seed	1	S	Hailey	111	D. integrifolia	Alexandra Fiord	FERT	22	W	12F	224	Y	Cassandra			
FERT22W	12F	111	W1.C08.W1g8_FERT22W_12F_111_R1_val_1_bismark_bt2_pe.bam	59741540	41687477	7931707	10122122	234	6597300	35090177	1186046399	39375005	86608964	21831408	142585460	20527016	875118546	D. integrifolia	Alexandra Fiord	FERT	22	W	12F	224	Y	Cassandra	FERT_22_W_12F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FERT	W	22	12F	Y	2	Y	y	2	Y	0.04	12:15	209	208	2	2	NA	NA	1 and 2	g8		Dr111	T	12F	Dryas	FERT	22	50	50	49	0	224	Y	50	7.5	NA	3.18	4.32	Y	Andrew		115	1	2		HIGH	W	Alexandra Fiord	D. integrifolia	FERT	22	12F	111	25	0.006	D2	0	0	1	2	2	0.08	1 and 2	g8	4	11.8	lots of seed	1	S	Hailey	111	D. integrifolia	Alexandra Fiord	FERT	22	W	12F	224	Y	Cassandra			
DRY6W	31	147	W1.D09.W1f11_DRY6W_31_147_R1_val_1_bismark_bt2_pe.bam	50888360	35591163	7574446	7722517	234	5371701	30219462	1059213006	36700391	73397876	21111397	125986957	22109808	779906577	D. integrifolia	Alexandra Fiord	DRY	6	W	31	224	Y	Cassandra	DRY_6_W_31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	W	6	31	Longterm	0	N	3	NA		0.03	11:32	209	208	6	NA	1	NA	1 and 2	f11		Dr147	T	31	Dryas	DRY	6	50	50	6	47	Aug 12 2018	Y	50	37.97	NA	24.4	13.57	Y	Zoe		93	3	3		LOW	W	Alexandra Fiord	D. integrifolia	DRY	6	31	147	NA	NA		0	0	0	0	0	NA	1 and 2	f11	4	16.9-4.2	long petioles	1	L	Cassandra	147	D. integrifolia	Alexandra Fiord	DRY	6	W	31	224	Longterm	Cassandra			
DRY6W	31	147	W1.D09.W1f11_DRY6W_31_147_R1_val_1_bismark_bt2_pe.bam	50888360	35591163	7574446	7722517	234	5371701	30219462	1059213006	36700391	73397876	21111397	125986957	22109808	779906577	D. integrifolia	Alexandra Fiord	DRY	6	W	31	224	Y	Cassandra	DRY_6_W_31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	W	6	31	Longterm	0	N	3	NA		0.03	11:32	209	208	6	NA	1	NA	1 and 2	f11		Dr147	T	31	Dryas	DRY	6	50	50	6	47	Aug 12 2018	Y	50	37.97	NA	24.4	13.57	Y	Zoe		93	3	3		HIGH	W	Alexandra Fiord	D. integrifolia	DRY	6	31	147	NA	NA		0	0	0	0	0	NA	1 and 2	f11	4	16.9-4.2	long petioles	1	L	Cassandra	147	D. integrifolia	Alexandra Fiord	DRY	6	W	31	224	Longterm	Cassandra			
MEAD7W	470	173	W1.D10.W1g12_MEAD7W_470_173_R1_val_1_bismark_bt2_pe.bam	60633509	42941053	7829679	9862558	219	6932487	36008566	1196498538	37150049	93525616	21161875	144642379	19590465	880428154	D. integrifolia	Alexandra Fiord	MEAD	7	W	470	224	Longterm	Cassandra	MEAD_7_W_470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEAD	W	7	470	Longterm	0	N		NA		0.05	1:16	209	208	4	NA	NA	NA	1 and 2	g12		Dr173	T	470	Dryas	MEAD	7	35	35	NA	0	224	Y	35	2.59	0	0	2.59	N	Zoe		135	1	2		LOW	W	Alexandra Fiord	D. integrifolia	MEAD	7	470	173	NA	NA		0	0	0	0	0	NA	1 and 2	g12	5	12.3		1	S	Andrew	173	D. integrifolia	Alexandra Fiord	MEAD	7	W	470	224	Longterm	Cassandra			
MEAD7W	470	173	W1.D10.W1g12_MEAD7W_470_173_R1_val_1_bismark_bt2_pe.bam	60633509	42941053	7829679	9862558	219	6932487	36008566	1196498538	37150049	93525616	21161875	144642379	19590465	880428154	D. integrifolia	Alexandra Fiord	MEAD	7	W	470	224	Longterm	Cassandra	MEAD_7_W_470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEAD	W	7	470	Longterm	0	N		NA		0.05	1:16	209	208	4	NA	NA	NA	1 and 2	g12		Dr173	T	470	Dryas	MEAD	7	35	35	NA	0	224	Y	35	2.59	0	0	2.59	N	Zoe		135	1	2		HIGH	W	Alexandra Fiord	D. integrifolia	MEAD	7	470	173	NA	NA		0	0	0	0	0	NA	1 and 2	g12	5	12.3		1	S	Andrew	173	D. integrifolia	Alexandra Fiord	MEAD	7	W	470	224	Longterm	Cassandra			
CASS7W	600	19	W1.E05.W1c2_CASS7W_600_19_R1_val_1_bismark_bt2_pe.bam	63086511	44142245	8609828	10334238	200	7287775	36854470	1234852451	43655926	82801336	24907879	146460004	23508405	913518901	D. integrifolia	Alexandra Fiord	CASS	7	W	600	224	Longterm	Cassandra	CASS_7_W_600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	7	600	Longterm	6	Y	13R	6	Y	0.03	10:44	208	208	6	NA	NA	NA	1 and 2	c2		Dr019	T	600	Dryas	CASS	7	50	43	28	12	224	Y	50	22.72	NA	14.02	8.7	Y	Andrew		25	3	2		LOW	W	Alexandra Fiord	D. integrifolia	CASS	7	600	19	21	0.002	C1	0	0	0	0	0	0	1 and 2	c2	3	10.2	3 -some hair	3	S		19	D. integrifolia	Alexandra Fiord	CASS	7	W	600	224	Longterm	Cassandra			
CASS7W	600	19	W1.E05.W1c2_CASS7W_600_19_R1_val_1_bismark_bt2_pe.bam	63086511	44142245	8609828	10334238	200	7287775	36854470	1234852451	43655926	82801336	24907879	146460004	23508405	913518901	D. integrifolia	Alexandra Fiord	CASS	7	W	600	224	Longterm	Cassandra	CASS_7_W_600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	7	600	Longterm	6	Y	13R	6	Y	0.03	10:44	208	208	6	NA	NA	NA	1 and 2	c2		Dr019	T	600	Dryas	CASS	7	50	43	28	12	224	Y	50	22.72	NA	14.02	8.7	Y	Andrew		25	3	2		HIGH	W	Alexandra Fiord	D. integrifolia	CASS	7	600	19	21	0.002	C1	0	0	0	0	0	0	1 and 2	c2	3	10.2	3 -some hair	3	S		19	D. integrifolia	Alexandra Fiord	CASS	7	W	600	224	Longterm	Cassandra			
WILL10W	437	84	W1.E07.W1g6_WILL10W_437_84_R1_val_1_bismark_bt2_pe.bam	66199271	46334828	8669728	11194425	290	7271856	39062972	1348402733	49887015	94217115	39102788	147465471	118705926	899024418	D. integrifolia	Alexandra Fiord	WILL	10	W	437	224	Longterm	Cassandra	WILL_10_W_437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	10	437	Longterm	2	Y		7	Y	0.05	3:39	209	208	10	NA	NA	NA	1 and 2	g6		Dr084	T	437	Dryas	WILL	10	50	50	38	9	224	Y	50	28.49	NA	20.44	8.05	Y	Andrew		175	3	3		LOW	W	Alexandra Fiord	D. integrifolia	WILL	10	437	84	25	0.009	C2	0	2	3	4	4	0.16	1 and 2	g6	2	12.0	2-hairy	2	S	Chris	84	D. integrifolia	Alexandra Fiord	WILL	10	W	437	224	Longterm	Cassandra			
WILL10W	437	84	W1.E07.W1g6_WILL10W_437_84_R1_val_1_bismark_bt2_pe.bam	66199271	46334828	8669728	11194425	290	7271856	39062972	1348402733	49887015	94217115	39102788	147465471	118705926	899024418	D. integrifolia	Alexandra Fiord	WILL	10	W	437	224	Longterm	Cassandra	WILL_10_W_437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	10	437	Longterm	2	Y		7	Y	0.05	3:39	209	208	10	NA	NA	NA	1 and 2	g6		Dr084	T	437	Dryas	WILL	10	50	50	38	9	224	Y	50	28.49	NA	20.44	8.05	Y	Andrew		175	3	3		HIGH	W	Alexandra Fiord	D. integrifolia	WILL	10	437	84	25	0.009	C2	0	0	1	1	1	0.04	1 and 2	g6	2	12.0	2-hairy	2	S	Chris	84	D. integrifolia	Alexandra Fiord	WILL	10	W	437	224	Longterm	Cassandra			
MEAD1W	444	116	W1.E08.W1c9_MEAD1W_444_116_R1_val_1_bismark_bt2_pe.bam	57649851	40112421	8443344	9093837	249	6441463	33670958	1184875472	40783452	82736099	24006923	140693406	25633946	871021646	D. integrifolia	Alexandra Fiord	MEAD	1	W	444	224	Longterm	Cassandra	MEAD_1_W_444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEAD	W	1	444	Longterm	0	N		NA		0.05	12:43	209	208	1	NA	NA	NA	1 and 2	c9		Dr116	T	444	Dryas	MEAD	1	46	46	46	0	224	Y	46	6.39	0	0	6.39	N	Isabel		124	1	2		LOW	W	Alexandra Fiord	D. integrifolia	MEAD	1	444	116	NA	NA		0	0	0	0	0	NA	1 and 2	c9	4	12.2		1	S	Hailey	116	D. integrifolia	Alexandra Fiord	MEAD	1	W	444	224	Longterm	Cassandra			
MEAD1W	444	116	W1.E08.W1c9_MEAD1W_444_116_R1_val_1_bismark_bt2_pe.bam	57649851	40112421	8443344	9093837	249	6441463	33670958	1184875472	40783452	82736099	24006923	140693406	25633946	871021646	D. integrifolia	Alexandra Fiord	MEAD	1	W	444	224	Longterm	Cassandra	MEAD_1_W_444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEAD	W	1	444	Longterm	0	N		NA		0.05	12:43	209	208	1	NA	NA	NA	1 and 2	c9		Dr116	T	444	Dryas	MEAD	1	46	46	46	0	224	Y	46	6.39	0	0	6.39	N	Isabel		124	1	2		HIGH	W	Alexandra Fiord	D. integrifolia	MEAD	1	444	116	NA	NA		0	0	0	0	0	NA	1 and 2	c9	4	12.2		1	S	Hailey	116	D. integrifolia	Alexandra Fiord	MEAD	1	W	444	224	Longterm	Cassandra			
CASS10W	544	60	W1.F06.W1e5_CASS10W_544_60_R1_val_1_bismark_bt2_pe.bam	72316072	49747193	10658439	11910165	275	8735886	41011307	1432888597	49391520	99447682	27443783	171031842	26971193	1058602577	D. integrifolia	Alexandra Fiord	CASS	10	W	544	224	Longterm	Cassandra	CASS_10_W_544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	10	544	Longterm	3	Y	543	7	Y	0.04	11:21	208	208	6	1	NA	NA	1 and 2	e5		Dr060	T	544	Dryas	CASS	10	50	50	36	14	224	Y	50	29.08	NA	19.78	9.3	Y	Hailey		37	3	3		LOW	W	Alexandra Fiord	D. integrifolia	CASS	10	544	60	28	0.006	C2	0	1	2	2	2	0.071428571	1 and 2	e5	7	=13.6-2.4		1	S	Cassandra	60	D. integrifolia	Alexandra Fiord	CASS	10	W	544	224	Longterm	Cassandra			
CASS10W	544	60	W1.F06.W1e5_CASS10W_544_60_R1_val_1_bismark_bt2_pe.bam	72316072	49747193	10658439	11910165	275	8735886	41011307	1432888597	49391520	99447682	27443783	171031842	26971193	1058602577	D. integrifolia	Alexandra Fiord	CASS	10	W	544	224	Longterm	Cassandra	CASS_10_W_544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	10	544	Longterm	3	Y	543	7	Y	0.04	11:21	208	208	6	1	NA	NA	1 and 2	e5		Dr060	T	544	Dryas	CASS	10	50	50	36	14	224	Y	50	29.08	NA	19.78	9.3	Y	Hailey		37	3	3		HIGH	W	Alexandra Fiord	D. integrifolia	CASS	10	544	60	28	0.006	C2	0	0	0	0	0	0	1 and 2	e5	7	=13.6-2.4		1	S	Cassandra	60	D. integrifolia	Alexandra Fiord	CASS	10	W	544	224	Longterm	Cassandra			
WILL1W	403	67	W1.G06.W1g5_WILL1W_403_67_R1_val_1_bismark_bt2_pe.bam	59526933	41746258	8553800	9226677	198	6342199	35404059	1222776083	42560092	83344564	25032363	144550526	24990274	902298264	D. integrifolia	Alexandra Fiord	WILL	1	W	403	224	Longterm	Cassandra	WILL_1_W_403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	1	403	Longterm	20	Y		2	Y	0.03	2:35	209	208	11	NA	NA	NA	1 and 2	g5		Dr067	T	403	Dryas	WILL	1	50	50	49	0	224	Y	50	6.36	NA	1.22	5.14	Y	Hailey	re-weighed due to taring error	143	2	2		LOW	W	Alexandra Fiord	D. integrifolia	WILL	1	403	67	25	0.009	C2	0	2	5	5	5	0.2	1 and 2	g5	2	14	2- hairy	2	S	Cassandra	67	D. integrifolia	Alexandra Fiord	WILL	1	W	403	224	Longterm	Cassandra			
WILL1W	403	67	W1.G06.W1g5_WILL1W_403_67_R1_val_1_bismark_bt2_pe.bam	59526933	41746258	8553800	9226677	198	6342199	35404059	1222776083	42560092	83344564	25032363	144550526	24990274	902298264	D. integrifolia	Alexandra Fiord	WILL	1	W	403	224	Longterm	Cassandra	WILL_1_W_403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	1	403	Longterm	20	Y		2	Y	0.03	2:35	209	208	11	NA	NA	NA	1 and 2	g5		Dr067	T	403	Dryas	WILL	1	50	50	49	0	224	Y	50	6.36	NA	1.22	5.14	Y	Hailey	re-weighed due to taring error	143	2	2		HIGH	W	Alexandra Fiord	D. integrifolia	WILL	1	403	67	25	0.009	C2	0	0	7	7	7	0.28	1 and 2	g5	2	14	2- hairy	2	S	Cassandra	67	D. integrifolia	Alexandra Fiord	WILL	1	W	403	224	Longterm	Cassandra			
FERT14W	6F	126	W1.G08.W1b10_FERT14W_6F_126_R1_val_1_bismark_bt2_pe.bam	64625027	45157033	9592176	9875576	242	6207201	38949832	1367146032	47821173	93521832	28023355	162075783	26983719	1008720170	D. integrifolia	Alexandra Fiord	FERT	14	W	6F	224	Y	Cassandra	FERT_14_W_6F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FERT	W	14	6F	Y	0	N		NA		0.03	12:10	209	208	1	6	1	NA	1 and 2	b10		Dr126	T	6F	Dryas	FERT	14	50	50	44	0	224	Y	50	12.66	NA	7.87	4.79	Y	Hailey		112	3	3		LOW	W	Alexandra Fiord	D. integrifolia	FERT	14	6F	126	NA	NA		0	0	0	0	0	NA	1 and 2	b10	4	12.3		1	S	Hailey	126	D. integrifolia	Alexandra Fiord	FERT	14	W	6F	224	Y	Cassandra			
FERT14W	6F	126	W1.G08.W1b10_FERT14W_6F_126_R1_val_1_bismark_bt2_pe.bam	64625027	45157033	9592176	9875576	242	6207201	38949832	1367146032	47821173	93521832	28023355	162075783	26983719	1008720170	D. integrifolia	Alexandra Fiord	FERT	14	W	6F	224	Y	Cassandra	FERT_14_W_6F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FERT	W	14	6F	Y	0	N		NA		0.03	12:10	209	208	1	6	1	NA	1 and 2	b10		Dr126	T	6F	Dryas	FERT	14	50	50	44	0	224	Y	50	12.66	NA	7.87	4.79	Y	Hailey		112	3	3		HIGH	W	Alexandra Fiord	D. integrifolia	FERT	14	6F	126	NA	NA		0	0	0	0	0	NA	1 and 2	b10	4	12.3		1	S	Hailey	126	D. integrifolia	Alexandra Fiord	FERT	14	W	6F	224	Y	Cassandra			
WILL5W	421	154	W1.G09.W1b12_WILL5W_421_154_R1_val_1_bismark_bt2_pe.bam	61509324	42380767	9208889	9919413	255	6964926	35415841	1230283027	41612680	88076472	22359582	148438338	21854539	907941416	D. integrifolia	Alexandra Fiord	WILL	5	W	421	224	Longterm	Cassandra	WILL_5_W_421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	5	421	Longterm	1	N		NA		0.06	3:43	209	208	5	NA	NA	NA	1 and 2	b12		Dr154	T	421	Dryas	WILL	5	50	50	48	0	Aug 12 2018	Y	50	12.38	NA	5.43	6.95	Y	Zoe		158	2	2		LOW	W	Alexandra Fiord	D. integrifolia	WILL	5	421	154	NA	NA		0	0	0	0	0	NA	1 and 2	b12	7	12	3 - hairy	3	S	Andrew	154	D. integrifolia	Alexandra Fiord	WILL	5	W	421	224	Longterm	Cassandra			
